Mode,Route,Year,Month,Date,Ridership,Log_Ridership,Heat_Wave_Intensity,Cold_Wave_Intensity,Heavy_Precip_Intensity,Heavy_Snow_Intensity,Pandemic_Period,Pandemic_Period_Label
Bus,31,2021,February,2021-02-01,3556.0,8.176672771948455,0,36,0,3,Pandemic,1
Bus,31,2021,February,2021-02-01,3556.0,8.176672771948455,0,36,0,3,Pandemic,1
Bus,31,2021,January,2021-01-01,3589.0,8.185907481482324,0,26,0,0,Pandemic,1
Bus,31,2021,July,2021-07-01,4748.0,8.465689348549121,16,0,3,0,Pandemic,1
Bus,31,2021,June,2021-06-01,4372.0,8.38320455141292,30,0,0,0,Pandemic,1
Bus,31,2021,March,2021-03-01,3916.0,8.27308133366583,0,0,0,0,Pandemic,1
Bus,31,2021,May,2021-05-01,4282.0,8.36240897761537,0,0,0,0,Pandemic,1
Bus,31,2021,November,2021-11-01,5084.0,8.53405030848266,0,0,0,0,Pandemic,1
Bus,31,2021,October,2021-10-01,5424.0,8.59877317840866,0,0,0,0,Pandemic,1
Bus,31,2021,September,2021-09-01,5441.0,8.601901919343192,0,0,0,0,Pandemic,1
Bus,31,2022,April,2022-04-01,5228.0,8.56197533418813,0,0,0,0,Post-Pandemic,2
Bus,31,2022,August,2022-08-01,5282.0,8.572249397164315,34,0,0,0,Post-Pandemic,2
Bus,31,2022,December,2022-12-01,5017.0,8.520786726926367,0,16,0,0,Post-Pandemic,2
Bus,31,2022,February,2022-02-01,4843.0,8.485496104672983,0,14,0,0,Post-Pandemic,2
Bus,31,2022,January,2022-01-01,3903.0,8.269756947532983,0,64,0,2,Post-Pandemic,2
Bus,31,2022,July,2022-07-01,5373.0,8.589327789175437,32,0,0,0,Post-Pandemic,2
Bus,31,2022,June,2022-06-01,5331.0,8.5814816812986,1,0,0,0,Post-Pandemic,2
Bus,31,2022,March,2022-03-01,5130.0,8.543055850941965,0,0,0,0,Post-Pandemic,2
Bus,31,2022,May,2022-05-01,5511.0,8.614682812693495,0,0,0,0,Post-Pandemic,2
Bus,31,2022,November,2022-11-01,6041.0,8.706490361946617,0,0,0,0,Post-Pandemic,2
Bus,31,2022,October,2022-10-01,6188.0,8.73052880173936,0,0,0,0,Post-Pandemic,2
Bus,31,2022,September,2022-09-01,6283.0,8.745761999375512,0,0,0,0,Post-Pandemic,2
Bus,31,2023,April,2023-04-01,6016.0,8.702344075220351,0,0,0,0,Post-Pandemic,2
Bus,31,2023,August,2023-08-01,6165.0,8.726805608446096,3,0,0,0,Post-Pandemic,2
Bus,31,2023,December,2023-12-01,6078.0,8.712595487748722,0,0,3,0,Post-Pandemic,2
Bus,31,2023,February,2023-02-01,5842.0,8.672999642554437,0,4,0,0,Post-Pandemic,2
Bus,31,2023,January,2023-01-01,5687.0,8.646113971483077,0,0,0,0,Post-Pandemic,2
Bus,31,2023,July,2023-07-01,5952.0,8.69165057315339,36,0,0,0,Post-Pandemic,2
Bus,31,2023,June,2023-06-01,6043.0,8.70682132339263,0,0,0,0,Post-Pandemic,2
Bus,31,2023,March,2023-03-01,5979.0,8.696175846944678,0,0,0,0,Post-Pandemic,2
Bus,31,2023,May,2023-05-01,6615.0,8.797246236703527,0,0,0,0,Post-Pandemic,2
Bus,31,2023,November,2023-11-01,6439.0,8.770283819098399,0,0,0,0,Post-Pandemic,2
Bus,31,2023,October,2023-10-01,6620.0,8.798001694924846,0,0,0,0,Post-Pandemic,2
Bus,31,2023,September,2023-09-01,6658.0,8.803724602110622,7,0,0,0,Post-Pandemic,2
Bus,31,2024,April,2024-04-01,6661.0,8.804175018753625,0,0,0,0,Post-Pandemic,2
Bus,31,2024,August,2024-08-01,6603.0,8.795430805040018,6,0,0,0,Post-Pandemic,2
Bus,31,2024,December,2024-12-01,5986.0,8.697345730925353,0,28,0,0,Post-Pandemic,2
Bus,31,2024,February,2024-02-01,6542.0,8.78615105486974,0,5,0,0,Post-Pandemic,2
Bus,31,2024,January,2024-01-01,5742.0,8.655737000864297,0,45,0,1,Post-Pandemic,2
Bus,31,2024,July,2024-07-01,6807.0,8.82585367025321,42,0,0,0,Post-Pandemic,2
Bus,31,2024,June,2024-06-01,6404.0,8.764834214330834,7,0,0,0,Post-Pandemic,2
Bus,31,2024,March,2024-03-01,6108.0,8.717518372649767,0,0,4,0,Post-Pandemic,2
Bus,31,2024,May,2024-05-01,7046.0,8.860357273327022,0,0,0,0,Post-Pandemic,2
Bus,31,2024,November,2024-11-01,6631.0,8.79966169681513,0,0,0,0,Post-Pandemic,2
Bus,31,2024,October,2024-10-01,7115.0,8.870101048785726,0,0,0,0,Post-Pandemic,2
Bus,31,2024,September,2024-09-01,7355.0,8.903271585724212,0,0,0,0,Post-Pandemic,2
Bus,310,2019,April,2019-04-01,423.0,6.049733455231958,0,0,0,0,Pre-Pandemic,0
Bus,310,2019,August,2019-08-01,499.0,6.214608098422191,8,0,0,0,Pre-Pandemic,0
Bus,310,2019,December,2019-12-01,486.0,6.18826412308259,0,18,0,0,Pre-Pandemic,0
Bus,310,2019,February,2019-02-01,355.0,5.87493073085203,0,20,0,0,Pre-Pandemic,0
Bus,310,2019,January,2019-01-01,430.0,6.066108090103747,0,28,0,0,Pre-Pandemic,0
Bus,310,2019,July,2019-07-01,521.0,6.257667587882639,51,0,0,0,Pre-Pandemic,0
Bus,310,2019,June,2019-06-01,510.0,6.236369590203704,4,0,3,0,Pre-Pandemic,0
Bus,310,2019,March,2019-03-01,391.0,5.971261839790462,0,7,0,0,Pre-Pandemic,0
Bus,310,2019,May,2019-05-01,429.0,6.063785208687608,0,0,0,0,Pre-Pandemic,0
Bus,310,2019,November,2019-11-01,569.0,6.345636360828596,0,0,0,0,Pre-Pandemic,0
Bus,310,2019,October,2019-10-01,564.0,6.336825731146441,0,0,0,0,Pre-Pandemic,0
Bus,310,2019,September,2019-09-01,538.0,6.289715570908998,0,0,0,0,Pre-Pandemic,0
Bus,310,2020,April,2020-04-01,159.0,5.075173815233827,0,0,0,0,Pandemic,1
Bus,310,2020,August,2020-08-01,251.0,5.529429087511423,12,0,3,0,Pandemic,1
Bus,310,2020,December,2020-12-01,255.0,5.545177444479562,0,22,0,0,Pandemic,1
Bus,310,2020,February,2020-02-01,464.0,6.142037405587356,0,0,0,0,Pre-Pandemic,0
Bus,310,2020,January,2020-01-01,476.0,6.1675164908883415,0,6,0,0,Pre-Pandemic,0
Bus,310,2020,July,2020-07-01,283.0,5.648974238161206,54,0,0,0,Pandemic,1
Bus,310,2020,June,2020-06-01,269.0,5.598421958998375,3,0,0,0,Pandemic,1
Bus,310,2020,March,2020-03-01,395.0,5.981414211254481,0,0,0,0,Pandemic,1
Bus,310,2020,May,2020-05-01,220.0,5.3981627015177525,0,0,0,0,Pandemic,1
Bus,310,2020,November,2020-11-01,281.0,5.641907070938114,0,0,0,0,Pandemic,1
Bus,310,2020,October,2020-10-01,299.0,5.703782474656201,0,0,0,0,Pandemic,1
Bus,310,2020,September,2020-09-01,272.0,5.60947179518496,0,0,0,0,Pandemic,1
Bus,310,2021,April,2021-04-01,281.0,5.641907070938114,0,0,0,0,Pandemic,1
Bus,310,2021,August,2021-08-01,273.0,5.6131281063880705,22,0,0,0,Pandemic,1
Bus,310,2021,December,2021-12-01,314.0,5.752572638825633,0,0,0,0,Pandemic,1
Bus,310,2021,February,2021-02-01,285.0,5.655991810819852,0,36,0,3,Pandemic,1
Bus,310,2021,February,2021-02-01,285.0,5.655991810819852,0,36,0,3,Pandemic,1
Bus,310,2021,January,2021-01-01,286.0,5.659482215759621,0,26,0,0,Pandemic,1
Bus,310,2021,July,2021-07-01,257.0,5.552959584921617,16,0,3,0,Pandemic,1
Bus,310,2021,June,2021-06-01,290.0,5.673323267171493,30,0,0,0,Pandemic,1
Bus,310,2021,March,2021-03-01,282.0,5.645446897643238,0,0,0,0,Pandemic,1
Bus,310,2021,May,2021-05-01,278.0,5.631211781821365,0,0,0,0,Pandemic,1
Bus,310,2021,November,2021-11-01,309.0,5.736572297479192,0,0,0,0,Pandemic,1
Bus,310,2021,October,2021-10-01,282.0,5.645446897643238,0,0,0,0,Pandemic,1
Bus,310,2021,September,2021-09-01,283.0,5.648974238161206,0,0,0,0,Pandemic,1
Bus,310,2022,April,2022-04-01,285.0,5.655991810819852,0,0,0,0,Post-Pandemic,2
Bus,310,2022,August,2022-08-01,299.0,5.703782474656201,34,0,0,0,Post-Pandemic,2
Bus,310,2022,December,2022-12-01,326.0,5.7899601708972535,0,16,0,0,Post-Pandemic,2
Bus,310,2022,February,2022-02-01,268.0,5.594711379601839,0,14,0,0,Post-Pandemic,2
Bus,310,2022,January,2022-01-01,260.0,5.564520407322694,0,64,0,2,Post-Pandemic,2
Bus,310,2022,July,2022-07-01,319.0,5.768320995793772,32,0,0,0,Post-Pandemic,2
Bus,310,2022,June,2022-06-01,315.0,5.755742213586912,1,0,0,0,Post-Pandemic,2
Bus,310,2022,March,2022-03-01,280.0,5.638354669333745,0,0,0,0,Post-Pandemic,2
Bus,310,2022,May,2022-05-01,297.0,5.697093486505405,0,0,0,0,Post-Pandemic,2
Bus,310,2022,November,2022-11-01,362.0,5.8944028342648505,0,0,0,0,Post-Pandemic,2
Bus,310,2022,October,2022-10-01,353.0,5.869296913133774,0,0,0,0,Post-Pandemic,2
Bus,310,2022,September,2022-09-01,312.0,5.746203190540153,0,0,0,0,Post-Pandemic,2
Bus,310,2023,April,2023-04-01,264.0,5.579729825986222,0,0,0,0,Post-Pandemic,2
Bus,310,2023,August,2023-08-01,284.0,5.652489180268651,3,0,0,0,Post-Pandemic,2
Bus,310,2023,December,2023-12-01,333.0,5.8111409929767,0,0,3,0,Post-Pandemic,2
Bus,310,2023,February,2023-02-01,296.0,5.6937321388027,0,4,0,0,Post-Pandemic,2
Bus,310,2023,January,2023-01-01,308.0,5.733341276897746,0,0,0,0,Post-Pandemic,2
Bus,310,2023,July,2023-07-01,252.0,5.53338948872752,36,0,0,0,Post-Pandemic,2
Bus,310,2023,June,2023-06-01,264.0,5.579729825986222,0,0,0,0,Post-Pandemic,2
Bus,310,2023,March,2023-03-01,264.0,5.579729825986222,0,0,0,0,Post-Pandemic,2
Bus,310,2023,May,2023-05-01,278.0,5.631211781821365,0,0,0,0,Post-Pandemic,2
Bus,310,2023,November,2023-11-01,350.0,5.860786223465865,0,0,0,0,Post-Pandemic,2
Bus,310,2023,October,2023-10-01,283.0,5.648974238161206,0,0,0,0,Post-Pandemic,2
Bus,310,2023,September,2023-09-01,274.0,5.616771097666572,7,0,0,0,Post-Pandemic,2
Bus,310,2024,April,2024-04-01,326.0,5.7899601708972535,0,0,0,0,Post-Pandemic,2
Bus,310,2024,August,2024-08-01,346.0,5.849324779946859,6,0,0,0,Post-Pandemic,2
Bus,310,2024,December,2024-12-01,359.0,5.886104031450156,0,28,0,0,Post-Pandemic,2
Bus,310,2024,February,2024-02-01,291.0,5.676753802268282,0,5,0,0,Post-Pandemic,2
Bus,310,2024,January,2024-01-01,289.0,5.66988092298052,0,45,0,1,Post-Pandemic,2
Bus,310,2024,July,2024-07-01,342.0,5.83773044716594,42,0,0,0,Post-Pandemic,2
Bus,310,2024,June,2024-06-01,346.0,5.849324779946859,7,0,0,0,Post-Pandemic,2
Bus,310,2024,March,2024-03-01,299.0,5.703782474656201,0,0,4,0,Post-Pandemic,2
Bus,310,2024,May,2024-05-01,354.0,5.872117789475416,0,0,0,0,Post-Pandemic,2
Bus,310,2024,November,2024-11-01,400.0,5.993961427306569,0,0,0,0,Post-Pandemic,2
Bus,310,2024,October,2024-10-01,380.0,5.942799375126701,0,0,0,0,Post-Pandemic,2
Bus,310,2024,September,2024-09-01,384.0,5.953243334287785,0,0,0,0,Post-Pandemic,2
Bus,311,2019,April,2019-04-01,273.0,5.6131281063880705,0,0,0,0,Pre-Pandemic,0
Bus,311,2019,August,2019-08-01,293.0,5.683579767338681,8,0,0,0,Pre-Pandemic,0
Bus,311,2019,December,2019-12-01,311.0,5.7430031878094825,0,18,0,0,Pre-Pandemic,0
Bus,311,2019,February,2019-02-01,233.0,5.455321115357702,0,20,0,0,Pre-Pandemic,0
Bus,311,2019,January,2019-01-01,250.0,5.5254529391317835,0,28,0,0,Pre-Pandemic,0
Bus,311,2019,July,2019-07-01,288.0,5.666426688112432,51,0,0,0,Pre-Pandemic,0
Bus,311,2019,June,2019-06-01,286.0,5.659482215759621,4,0,3,0,Pre-Pandemic,0
Bus,311,2019,March,2019-03-01,241.0,5.488937726156687,0,7,0,0,Pre-Pandemic,0
Bus,311,2019,May,2019-05-01,271.0,5.605802066295998,0,0,0,0,Pre-Pandemic,0
Bus,311,2019,November,2019-11-01,343.0,5.840641657373398,0,0,0,0,Pre-Pandemic,0
Bus,311,2019,October,2019-10-01,316.0,5.75890177387728,0,0,0,0,Pre-Pandemic,0
Bus,311,2019,September,2019-09-01,305.0,5.723585101952381,0,0,0,0,Pre-Pandemic,0
Bus,311,2020,April,2020-04-01,118.0,4.77912349311153,0,0,0,0,Pandemic,1
Bus,311,2020,August,2020-08-01,151.0,5.0238805208462765,12,0,3,0,Pandemic,1
Bus,311,2020,December,2020-12-01,143.0,4.969813299576001,0,22,0,0,Pandemic,1
Bus,311,2020,February,2020-02-01,304.0,5.720311776607412,0,0,0,0,Pre-Pandemic,0
Bus,311,2020,January,2020-01-01,304.0,5.720311776607412,0,6,0,0,Pre-Pandemic,0
Bus,311,2020,July,2020-07-01,165.0,5.111987788356544,54,0,0,0,Pandemic,1
Bus,311,2020,June,2020-06-01,169.0,5.135798437050262,3,0,0,0,Pandemic,1
Bus,311,2020,March,2020-03-01,268.0,5.594711379601839,0,0,0,0,Pandemic,1
Bus,311,2020,May,2020-05-01,140.0,4.948759890378168,0,0,0,0,Pandemic,1
Bus,311,2020,November,2020-11-01,146.0,4.990432586778736,0,0,0,0,Pandemic,1
Bus,311,2020,October,2020-10-01,144.0,4.976733742420574,0,0,0,0,Pandemic,1
Bus,311,2020,September,2020-09-01,140.0,4.948759890378168,0,0,0,0,Pandemic,1
Bus,311,2021,April,2021-04-01,152.0,5.030437921392435,0,0,0,0,Pandemic,1
Bus,311,2021,August,2021-08-01,160.0,5.081404364984463,22,0,0,0,Pandemic,1
Bus,311,2021,December,2021-12-01,148.0,5.003946305945459,0,0,0,0,Pandemic,1
Bus,311,2021,February,2021-02-01,138.0,4.9344739331306915,0,36,0,3,Pandemic,1
Bus,311,2021,February,2021-02-01,138.0,4.9344739331306915,0,36,0,3,Pandemic,1
Bus,311,2021,January,2021-01-01,139.0,4.941642422609304,0,26,0,0,Pandemic,1
Bus,311,2021,July,2021-07-01,161.0,5.087596335232384,16,0,3,0,Pandemic,1
Bus,311,2021,June,2021-06-01,162.0,5.093750200806762,30,0,0,0,Pandemic,1
Bus,311,2021,March,2021-03-01,146.0,4.990432586778736,0,0,0,0,Pandemic,1
Bus,311,2021,May,2021-05-01,168.0,5.1298987149230735,0,0,0,0,Pandemic,1
Bus,311,2021,November,2021-11-01,172.0,5.153291594497779,0,0,0,0,Pandemic,1
Bus,311,2021,October,2021-10-01,182.0,5.209486152841421,0,0,0,0,Pandemic,1
Bus,311,2021,September,2021-09-01,182.0,5.209486152841421,0,0,0,0,Pandemic,1
Bus,311,2022,April,2022-04-01,192.0,5.262690188904886,0,0,0,0,Post-Pandemic,2
Bus,311,2022,August,2022-08-01,235.0,5.4638318050256105,34,0,0,0,Post-Pandemic,2
Bus,311,2022,December,2022-12-01,203.0,5.318119993844216,0,16,0,0,Post-Pandemic,2
Bus,311,2022,February,2022-02-01,156.0,5.056245805348308,0,14,0,0,Post-Pandemic,2
Bus,311,2022,January,2022-01-01,134.0,4.90527477843843,0,64,0,2,Post-Pandemic,2
Bus,311,2022,July,2022-07-01,214.0,5.3706380281276624,32,0,0,0,Post-Pandemic,2
Bus,311,2022,June,2022-06-01,203.0,5.318119993844216,1,0,0,0,Post-Pandemic,2
Bus,311,2022,March,2022-03-01,164.0,5.10594547390058,0,0,0,0,Post-Pandemic,2
Bus,311,2022,May,2022-05-01,191.0,5.2574953720277815,0,0,0,0,Post-Pandemic,2
Bus,311,2022,November,2022-11-01,228.0,5.43372200355424,0,0,0,0,Post-Pandemic,2
Bus,311,2022,October,2022-10-01,220.0,5.3981627015177525,0,0,0,0,Post-Pandemic,2
Bus,311,2022,September,2022-09-01,225.0,5.420534999272286,0,0,0,0,Post-Pandemic,2
Bus,311,2023,April,2023-04-01,156.0,5.056245805348308,0,0,0,0,Post-Pandemic,2
Bus,311,2023,August,2023-08-01,169.0,5.135798437050262,3,0,0,0,Post-Pandemic,2
Bus,311,2023,December,2023-12-01,203.0,5.318119993844216,0,0,3,0,Post-Pandemic,2
Bus,311,2023,February,2023-02-01,174.0,5.1647859739235145,0,4,0,0,Post-Pandemic,2
Bus,311,2023,January,2023-01-01,190.0,5.25227342804663,0,0,0,0,Post-Pandemic,2
Bus,311,2023,July,2023-07-01,141.0,4.955827057601261,36,0,0,0,Post-Pandemic,2
Bus,311,2023,June,2023-06-01,171.0,5.147494476813453,0,0,0,0,Post-Pandemic,2
Bus,311,2023,March,2023-03-01,154.0,5.043425116919247,0,0,0,0,Post-Pandemic,2
Bus,311,2023,May,2023-05-01,163.0,5.099866427824199,0,0,0,0,Post-Pandemic,2
Bus,311,2023,November,2023-11-01,193.0,5.267858159063328,0,0,0,0,Post-Pandemic,2
Bus,311,2023,October,2023-10-01,179.0,5.19295685089021,0,0,0,0,Post-Pandemic,2
Bus,311,2023,September,2023-09-01,191.0,5.2574953720277815,7,0,0,0,Post-Pandemic,2
Bus,311,2024,April,2024-04-01,223.0,5.4116460518550396,0,0,0,0,Post-Pandemic,2
Bus,311,2024,August,2024-08-01,240.0,5.484796933490655,6,0,0,0,Post-Pandemic,2
Bus,311,2024,December,2024-12-01,229.0,5.438079308923196,0,28,0,0,Post-Pandemic,2
Bus,311,2024,February,2024-02-01,192.0,5.262690188904886,0,5,0,0,Post-Pandemic,2
Bus,311,2024,January,2024-01-01,175.0,5.170483995038151,0,45,0,1,Post-Pandemic,2
Bus,311,2024,July,2024-07-01,232.0,5.4510384535657,42,0,0,0,Post-Pandemic,2
Bus,311,2024,June,2024-06-01,267.0,5.5909869805108565,7,0,0,0,Post-Pandemic,2
Bus,311,2024,March,2024-03-01,202.0,5.313205979041787,0,0,4,0,Post-Pandemic,2
Bus,311,2024,May,2024-05-01,233.0,5.455321115357702,0,0,0,0,Post-Pandemic,2
Bus,311,2024,November,2024-11-01,266.0,5.58724865840025,0,0,0,0,Post-Pandemic,2
Bus,311,2024,October,2024-10-01,245.0,5.5053315359323625,0,0,0,0,Post-Pandemic,2
Bus,311,2024,September,2024-09-01,281.0,5.641907070938114,0,0,0,0,Post-Pandemic,2
Bus,32,2019,April,2019-04-01,8247.0,9.017726025696795,0,0,0,0,Pre-Pandemic,0
Bus,32,2019,August,2019-08-01,7729.0,8.952864141581468,8,0,0,0,Pre-Pandemic,0
Bus,32,2019,December,2019-12-01,7419.0,8.911934336161426,0,18,0,0,Pre-Pandemic,0
Bus,32,2019,February,2019-02-01,8232.0,9.015905747298426,0,20,0,0,Pre-Pandemic,0
Bus,32,2019,January,2019-01-01,8109.0,9.000853147109458,0,28,0,0,Pre-Pandemic,0
Bus,32,2019,July,2019-07-01,7633.0,8.940367233305174,51,0,0,0,Pre-Pandemic,0
Bus,32,2019,June,2019-06-01,7349.0,8.902455592206882,4,0,3,0,Pre-Pandemic,0
Bus,32,2019,March,2019-03-01,8096.0,8.999248901686114,0,7,0,0,Pre-Pandemic,0
Bus,32,2019,May,2019-05-01,8742.0,9.076008659180891,0,0,0,0,Pre-Pandemic,0
Bus,32,2019,November,2019-11-01,8440.0,9.04085606398372,0,0,0,0,Pre-Pandemic,0
Bus,32,2019,October,2019-10-01,8554.0,9.054271186326293,0,0,0,0,Pre-Pandemic,0
Bus,32,2019,September,2019-09-01,8420.0,9.038483865029992,0,0,0,0,Pre-Pandemic,0
Bus,32,2020,April,2020-04-01,2306.0,7.7437032581737535,0,0,0,0,Pandemic,1
Bus,32,2020,August,2020-08-01,3425.0,8.139148678884066,12,0,3,0,Pandemic,1
Bus,32,2020,December,2020-12-01,3673.0,8.20903626577507,0,22,0,0,Pandemic,1
Bus,32,2020,February,2020-02-01,8435.0,9.040263541598666,0,0,0,0,Pre-Pandemic,0
Bus,32,2020,January,2020-01-01,8460.0,9.0432226489245,0,6,0,0,Pre-Pandemic,0
Bus,32,2020,July,2020-07-01,3060.0,8.026496938945412,54,0,0,0,Pandemic,1
Bus,32,2020,June,2020-06-01,2950.0,7.989899374942939,3,0,0,0,Pandemic,1
Bus,32,2020,March,2020-03-01,6927.0,8.843326450242271,0,0,0,0,Pandemic,1
Bus,32,2020,May,2020-05-01,1876.0,7.537430036586509,0,0,0,0,Pandemic,1
Bus,32,2020,November,2020-11-01,3722.0,8.222285073872717,0,0,0,0,Pandemic,1
Bus,32,2020,October,2020-10-01,3902.0,8.269500767180615,0,0,0,0,Pandemic,1
Bus,32,2020,September,2020-09-01,3707.0,8.218247926685745,0,0,0,0,Pandemic,1
Bus,32,2021,April,2021-04-01,3783.0,8.238536930171769,0,0,0,0,Pandemic,1
Bus,32,2021,August,2021-08-01,4401.0,8.389814262086407,22,0,0,0,Pandemic,1
Bus,32,2021,December,2021-12-01,4828.0,8.482394685873542,0,0,0,0,Pandemic,1
Bus,32,2021,February,2021-02-01,3011.0,8.010359588919783,0,36,0,3,Pandemic,1
Bus,32,2021,February,2021-02-01,3011.0,8.010359588919783,0,36,0,3,Pandemic,1
Bus,32,2021,January,2021-01-01,2983.0,8.001019961323651,0,26,0,0,Pandemic,1
Bus,32,2021,July,2021-07-01,4275.0,8.360773272144936,16,0,3,0,Pandemic,1
Bus,32,2021,June,2021-06-01,3858.0,8.258163361537619,30,0,0,0,Pandemic,1
Bus,32,2021,March,2021-03-01,3277.0,8.094988759303774,0,0,0,0,Pandemic,1
Bus,32,2021,May,2021-05-01,3859.0,8.258422462458876,0,0,0,0,Pandemic,1
Bus,32,2021,November,2021-11-01,5735.0,8.654517382279456,0,0,0,0,Pandemic,1
Bus,32,2021,October,2021-10-01,5772.0,8.660947155060933,0,0,0,0,Pandemic,1
Bus,32,2021,September,2021-09-01,5430.0,8.599878558034845,0,0,0,0,Pandemic,1
Bus,32,2022,April,2022-04-01,5384.0,8.591372589590488,0,0,0,0,Post-Pandemic,2
Bus,32,2022,August,2022-08-01,5155.0,8.547916364059079,34,0,0,0,Post-Pandemic,2
Bus,32,2022,December,2022-12-01,4950.0,8.507344855361422,0,16,0,0,Post-Pandemic,2
Bus,32,2022,February,2022-02-01,4704.0,8.45638105201948,0,14,0,0,Post-Pandemic,2
Bus,32,2022,January,2022-01-01,4075.0,8.312871394342615,0,64,0,2,Post-Pandemic,2
Bus,32,2022,July,2022-07-01,4745.0,8.465057436995709,32,0,0,0,Post-Pandemic,2
Bus,32,2022,June,2022-06-01,5097.0,8.53660358493606,1,0,0,0,Post-Pandemic,2
Bus,32,2022,March,2022-03-01,5284.0,8.572627898304338,0,0,0,0,Post-Pandemic,2
Bus,32,2022,May,2022-05-01,5346.0,8.584290934948731,0,0,0,0,Post-Pandemic,2
Bus,32,2022,November,2022-11-01,5803.0,8.666302614004078,0,0,0,0,Post-Pandemic,2
Bus,32,2022,October,2022-10-01,5993.0,8.69851424787661,0,0,0,0,Post-Pandemic,2
Bus,32,2022,September,2022-09-01,5804.0,8.666474894131992,0,0,0,0,Post-Pandemic,2
Bus,32,2023,April,2023-04-01,6028.0,8.704336438489406,0,0,0,0,Post-Pandemic,2
Bus,32,2023,August,2023-08-01,5647.0,8.639056779173078,3,0,0,0,Post-Pandemic,2
Bus,32,2023,December,2023-12-01,5718.0,8.651549243915316,0,0,3,0,Post-Pandemic,2
Bus,32,2023,February,2023-02-01,5728.0,8.653296274408579,0,4,0,0,Post-Pandemic,2
Bus,32,2023,January,2023-01-01,5296.0,8.574895901544526,0,0,0,0,Post-Pandemic,2
Bus,32,2023,July,2023-07-01,5382.0,8.591001118560957,36,0,0,0,Post-Pandemic,2
Bus,32,2023,June,2023-06-01,5497.0,8.612139668725192,0,0,0,0,Post-Pandemic,2
Bus,32,2023,March,2023-03-01,5833.0,8.671458150427666,0,0,0,0,Post-Pandemic,2
Bus,32,2023,May,2023-05-01,6249.0,8.740336742730447,0,0,0,0,Post-Pandemic,2
Bus,32,2023,November,2023-11-01,6116.0,8.718827059242566,0,0,0,0,Post-Pandemic,2
Bus,32,2023,October,2023-10-01,6736.0,8.81537000096066,0,0,0,0,Post-Pandemic,2
Bus,32,2023,September,2023-09-01,6351.0,8.756525002926972,7,0,0,0,Post-Pandemic,2
Bus,32,2024,April,2024-04-01,6331.0,8.753371421000903,0,0,0,0,Post-Pandemic,2
Bus,32,2024,August,2024-08-01,5794.0,8.664750755773852,6,0,0,0,Post-Pandemic,2
Bus,32,2024,December,2024-12-01,5838.0,8.672314828283538,0,28,0,0,Post-Pandemic,2
Bus,32,2024,February,2024-02-01,6316.0,8.7509996908987,0,5,0,0,Post-Pandemic,2
Bus,32,2024,January,2024-01-01,5555.0,8.622633703874234,0,45,0,1,Post-Pandemic,2
Bus,32,2024,July,2024-07-01,5351.0,8.585225601808064,42,0,0,0,Post-Pandemic,2
Bus,32,2024,June,2024-06-01,5759.0,8.658692753689937,7,0,0,0,Post-Pandemic,2
Bus,32,2024,March,2024-03-01,5588.0,8.628555659269699,0,0,4,0,Post-Pandemic,2
Bus,32,2024,May,2024-05-01,6403.0,8.764678074116606,0,0,0,0,Post-Pandemic,2
Bus,32,2024,November,2024-11-01,6192.0,8.731174900938061,0,0,0,0,Post-Pandemic,2
Bus,32,2024,October,2024-10-01,6776.0,8.821289805136113,0,0,0,0,Post-Pandemic,2
Bus,32,2024,September,2024-09-01,6742.0,8.816260208734581,0,0,0,0,Post-Pandemic,2
Bus,33,2019,April,2019-04-01,21673.0,9.98386866448294,0,0,0,0,Pre-Pandemic,0
Bus,33,2019,August,2019-08-01,21758.0,9.987782744031522,8,0,0,0,Pre-Pandemic,0
Bus,33,2019,December,2019-12-01,21282.0,9.965663910962803,0,18,0,0,Pre-Pandemic,0
Bus,33,2019,February,2019-02-01,21044.0,9.95441828120467,0,20,0,0,Pre-Pandemic,0
Bus,33,2019,January,2019-01-01,20968.0,9.950800435586746,0,28,0,0,Pre-Pandemic,0
Bus,33,2019,July,2019-07-01,21926.0,9.9954740331485,51,0,0,0,Pre-Pandemic,0
Bus,33,2019,June,2019-06-01,21354.0,9.969041183275566,4,0,3,0,Pre-Pandemic,0
Bus,33,2019,March,2019-03-01,21954.0,9.996750182995818,0,7,0,0,Pre-Pandemic,0
Bus,33,2019,May,2019-05-01,21996.0,9.998661359405723,0,0,0,0,Pre-Pandemic,0
Bus,33,2019,November,2019-11-01,22869.0,10.037581287016828,0,0,0,0,Pre-Pandemic,0
Bus,33,2019,October,2019-10-01,23069.0,10.0462883511678,0,0,0,0,Pre-Pandemic,0
Bus,33,2019,September,2019-09-01,23105.0,10.047847603042964,0,0,0,0,Pre-Pandemic,0
Bus,33,2020,April,2020-04-01,6496.0,8.77909581088053,0,0,0,0,Pandemic,1
Bus,33,2020,August,2020-08-01,8673.0,9.068085324395312,12,0,3,0,Pandemic,1
Bus,33,2020,December,2020-12-01,9030.0,9.108418382250798,0,22,0,0,Pandemic,1
Bus,33,2020,February,2020-02-01,22945.0,10.040898908359088,0,0,0,0,Pre-Pandemic,0
Bus,33,2020,January,2020-01-01,22642.0,10.027606032372521,0,6,0,0,Pre-Pandemic,0
Bus,33,2020,July,2020-07-01,12269.0,9.414912537704957,54,0,0,0,Pandemic,1
Bus,33,2020,June,2020-06-01,11971.0,9.390325868972589,3,0,0,0,Pandemic,1
